customer_id,customer_segment,acquisition_channel,signup_date
CUST-1114,Consumer,Organic Search,2023-12-27
CUST-1115,Consumer,Paid Ads,2023-06-10
CUST-1116,Small Business,Organic Search,2023-04-19
CUST-1117,Consumer,Referral,2022-01-28
CUST-1118,Consumer,Email Campaign,2022-03-19
CUST-1119,Consumer,Social Media,2022-08-04
CUST-1120,Consumer,Organic Search,2023-01-21
CUST-1121,Consumer,Social Media,2022-12-31
CUST-1122,Consumer,Email Campaign,2023-10-28
CUST-1123,Corporate,Social Media,2023-06-10
CUST-1124,Small Business,Organic Search,2023-11-30
CUST-1125,Consumer,Social Media,2022-11-08
CUST-1126,Corporate,Email Campaign,2024-06-01
CUST-1127,Small Business,Paid Ads,2022-01-07
CUST-1128,Small Business,Social Media,2022-01-03
CUST-1129,Consumer,Paid Ads,2023-09-15
CUST-1130,Consumer,Paid Ads,2024-01-20
CUST-1131,Consumer,Organic Search,2022-12-29
CUST-1132,Consumer,Social Media,2024-01-21
CUST-1133,Consumer,Organic Search,2023-05-23
CUST-1134,Consumer,Paid Ads,2022-10-01
CUST-1135,Consumer,Organic Search,2023-05-21
CUST-1136,Small Business,Paid Ads,2024-03-16
CUST-1137,Consumer,Organic Search,2024-01-09
CUST-1138,Consumer,Social Media,2024-06-01
CUST-1139,Corporate,Social Media,2022-01-15
CUST-1140,Corporate,Organic Search,2022-07-11
CUST-1141,Small Business,Organic Search,2023-09-23
CUST-1142,Corporate,Organic Search,2023-04-30
CUST-1143,Consumer,Email Campaign,2022-01-28
CUST-1144,Corporate,Paid Ads,2023-12-15
CUST-1145,Consumer,Paid Ads,2022-02-08
CUST-1146,Consumer,Organic Search,2022-09-30
CUST-1147,Consumer,Social Media,2022-08-19
CUST-1148,Consumer,Email Campaign,2022-03-27
CUST-1149,Consumer,Email Campaign,2023-04-19
CUST-1150,Consumer,Paid Ads,2022-05-06
CUST-1151,Small Business,Organic Search,2024-03-22
CUST-1152,Consumer,Organic Search,2023-06-21
CUST-1153,Consumer,Organic Search,2022-05-25
CUST-1154,Small Business,Organic Search,2023-06-09
CUST-1155,Consumer,Organic Search,2022-07-31
CUST-1156,Consumer,Organic Search,2022-01-25
CUST-1157,Small Business,Paid Ads,2023-08-03
CUST-1158,Consumer,Referral,2023-01-29
CUST-1159,Consumer,Paid Ads,2022-03-08
CUST-1160,Corporate,Email Campaign,2022-08-21
CUST-1161,Consumer,Social Media,2022-04-19
CUST-1162,Consumer,Organic Search,2022-05-26
CUST-1163,Corporate,Social Media,2022-04-21
CUST-1164,Small Business,Organic Search,2022-08-16
CUST-1165,Consumer,Social Media,2022-04-21
CUST-1166,Consumer,Organic Search,2023-04-15
CUST-1167,Consumer,Referral,2022-02-03
CUST-1168,Consumer,Organic Search,2023-09-15
CUST-1169,Consumer,Organic Search,2024-02-15
CUST-1170,Consumer,Referral,2023-01-04
CUST-1171,Corporate,Organic Search,2024-01-18
CUST-1172,Consumer,Social Media,2023-08-18
CUST-1173,Consumer,Social Media,2023-07-08
CUST-1174,Consumer,Email Campaign,2023-03-01
CUST-1175,Small Business,Referral,2023-09-05
CUST-1176,Consumer,Referral,2023-06-02
CUST-1177,Consumer,Organic Search,2023-11-23
CUST-1178,Small Business,Email Campaign,2022-10-09
CUST-1179,Consumer,Social Media,2022-11-16
CUST-1180,Consumer,Social Media,2024-01-08
CUST-1181,Consumer,Organic Search,2023-03-19
CUST-1182,Consumer,Social Media,2022-11-11
CUST-1183,Consumer,Referral,2024-05-26
CUST-1184,Consumer,Email Campaign,2024-01-11
CUST-1185,Consumer,Paid Ads,2023-01-12
CUST-1186,Consumer,Organic Search,2022-10-16
CUST-1187,Small Business,Paid Ads,2023-03-13
CUST-1188,Corporate,Email Campaign,2023-10-24
CUST-1189,Small Business,Social Media,2022-10-04
CUST-1190,Small Business,Paid Ads,2023-12-11
CUST-1191,Consumer,Organic Search,2023-08-05
CUST-1192,Corporate,Paid Ads,2023-05-18
CUST-1193,Consumer,Paid Ads,2023-09-16
CUST-1194,Corporate,Referral,2023-05-31
CUST-1195,Corporate,Social Media,2022-12-16
CUST-1196,Small Business,Organic Search,2024-04-22
CUST-1197,Corporate,Paid Ads,2023-03-22
CUST-1198,Consumer,Organic Search,2024-04-09
CUST-1199,Consumer,Referral,2022-12-16
CUST-1200,Consumer,Paid Ads,2023-08-30
CUST-1201,Consumer,Paid Ads,2023-10-26
CUST-1202,Consumer,Paid Ads,2024-04-02
CUST-1203,Consumer,Social Media,2022-05-17
CUST-1204,Corporate,Social Media,2024-01-29
CUST-1205,Consumer,Social Media,2024-06-17
CUST-1206,Small Business,Organic Search,2022-08-31
CUST-1207,Corporate,Organic Search,2023-06-27
CUST-1208,Corporate,Organic Search,2022-02-09
CUST-1209,Corporate,Social Media,2022-08-17
CUST-1210,Consumer,Organic Search,2023-07-02
CUST-1211,Corporate,Paid Ads,2022-08-11
CUST-1212,Small Business,Email Campaign,2022-01-06
CUST-1213,Consumer,Email Campaign,2022-11-18
CUST-1214,Consumer,Paid Ads,2023-04-13
CUST-1215,Small Business,Paid Ads,2024-01-02
CUST-1216,Consumer,Organic Search,2022-03-16
CUST-1217,Consumer,Social Media,2022-01-04
CUST-1218,Small Business,Email Campaign,2024-04-26
CUST-1219,Consumer,Organic Search,2023-10-08
CUST-1220,Consumer,Paid Ads,2022-04-28
CUST-1221,Small Business,Email Campaign,2024-05-30
CUST-1222,Consumer,Email Campaign,2023-08-29
CUST-1223,Consumer,Organic Search,2023-05-19
CUST-1224,Consumer,Paid Ads,2023-07-28
CUST-1225,Consumer,Organic Search,2023-03-17
CUST-1226,Corporate,Organic Search,2022-07-13
CUST-1227,Consumer,Email Campaign,2024-04-26
CUST-1228,Consumer,Email Campaign,2023-12-16
CUST-1229,Consumer,Social Media,2023-01-27
CUST-1230,Consumer,Organic Search,2022-01-26
CUST-1231,Small Business,Email Campaign,2023-03-11
CUST-1232,Small Business,Paid Ads,2022-06-22
CUST-1233,Consumer,Organic Search,2022-10-27
CUST-1234,Consumer,Paid Ads,2023-10-07
CUST-1235,Consumer,Organic Search,2022-11-22
CUST-1236,Consumer,Social Media,2023-02-14
CUST-1237,Small Business,Paid Ads,2022-04-28
CUST-1238,Consumer,Organic Search,2024-04-15
CUST-1239,Consumer,Organic Search,2024-02-26
CUST-1240,Consumer,Organic Search,2023-12-25
CUST-1241,Corporate,Organic Search,2022-08-13
CUST-1242,Corporate,Paid Ads,2023-06-16
CUST-1243,Consumer,Email Campaign,2022-04-23
CUST-1244,Small Business,Organic Search,2022-05-20
CUST-1245,Consumer,Organic Search,2023-07-13
CUST-1246,Consumer,Paid Ads,2022-01-01
CUST-1247,Small Business,Email Campaign,2022-03-31
CUST-1248,Corporate,Organic Search,2023-10-16
CUST-1249,Corporate,Organic Search,2022-11-16
CUST-1250,Consumer,Paid Ads,2023-07-04
CUST-1251,Consumer,Organic Search,2024-03-15
CUST-1252,Small Business,Organic Search,2024-06-12
CUST-1253,Consumer,Social Media,2022-05-19
CUST-1254,Consumer,Paid Ads,2023-05-26
CUST-1255,Consumer,Paid Ads,2024-05-17
CUST-1256,Small Business,Social Media,2024-04-24
CUST-1257,Consumer,Social Media,2022-09-16
CUST-1258,Consumer,Organic Search,2023-11-04
CUST-1259,Corporate,Paid Ads,2024-06-20
CUST-1260,Consumer,Organic Search,2023-11-21
CUST-1261,Consumer,Organic Search,2022-01-10
CUST-1262,Consumer,Social Media,2022-09-18
CUST-1263,Consumer,Email Campaign,2023-10-12
CUST-1264,Consumer,Referral,2022-06-21
CUST-1265,Consumer,Paid Ads,2024-06-16
CUST-1266,Small Business,Organic Search,2022-01-13
CUST-1267,Consumer,Organic Search,2022-06-17
CUST-1268,Corporate,Email Campaign,2023-10-04
CUST-1269,Consumer,Paid Ads,2023-08-19
CUST-1270,Consumer,Paid Ads,2022-11-17
CUST-1271,Consumer,Social Media,2022-11-15
CUST-1272,Consumer,Social Media,2023-09-05
CUST-1273,Small Business,Email Campaign,2022-11-25
CUST-1274,Consumer,Organic Search,2024-02-24
CUST-1275,Consumer,Social Media,2024-02-16
CUST-1276,Corporate,Email Campaign,2024-06-29
CUST-1277,Corporate,Organic Search,2023-07-04
CUST-1278,Corporate,Social Media,2023-02-23
CUST-1279,Consumer,Organic Search,2023-08-29
CUST-1280,Small Business,Referral,2022-04-05
CUST-1281,Consumer,Organic Search,2024-03-27
CUST-1282,Consumer,Paid Ads,2023-08-04
CUST-1283,Consumer,Organic Search,2022-11-14
CUST-1284,Consumer,Social Media,2022-08-24
CUST-1285,Consumer,Organic Search,2022-11-30
CUST-1286,Consumer,Organic Search,2024-06-03
CUST-1287,Small Business,Paid Ads,2023-01-11
CUST-1288,Consumer,Email Campaign,2023-04-04
CUST-1289,Consumer,Organic Search,2022-05-17
CUST-1290,Consumer,Organic Search,2023-08-11
CUST-1291,Corporate,Social Media,2023-07-01
CUST-1292,Consumer,Paid Ads,2023-05-28
CUST-1293,Consumer,Email Campaign,2022-10-23
CUST-1294,Small Business,Organic Search,2022-11-16
CUST-1295,Small Business,Social Media,2023-07-26
CUST-1296,Consumer,Organic Search,2024-04-11
CUST-1297,Small Business,Organic Search,2022-12-15
CUST-1298,Small Business,Social Media,2024-04-19
CUST-1299,Small Business,Paid Ads,2024-02-18
CUST-1300,Consumer,Social Media,2024-05-22
CUST-1301,Small Business,Organic Search,2022-08-17
CUST-1302,Consumer,Paid Ads,2022-09-27
CUST-1303,Consumer,Paid Ads,2024-04-07
CUST-1304,Consumer,Referral,2024-03-08
CUST-1305,Consumer,Organic Search,2022-10-18
CUST-1306,Consumer,Organic Search,2023-12-26
CUST-1307,Small Business,Paid Ads,2022-06-14
CUST-1308,Consumer,Paid Ads,2022-01-05
CUST-1309,Consumer,Organic Search,2024-04-30
CUST-1310,Consumer,Email Campaign,2023-01-14
CUST-1311,Consumer,Organic Search,2022-03-19
CUST-1312,Corporate,Email Campaign,2023-02-14
CUST-1313,Consumer,Organic Search,2023-07-28
CUST-1314,Consumer,Social Media,2022-05-12
CUST-1315,Consumer,Email Campaign,2023-08-24
CUST-1316,Consumer,Organic Search,2024-01-19
CUST-1317,Consumer,Referral,2022-02-11
CUST-1318,Small Business,Paid Ads,2022-03-30
CUST-1319,Corporate,Referral,2023-02-06
CUST-1320,Consumer,Social Media,2022-10-23
CUST-1321,Small Business,Organic Search,2024-04-19
CUST-1322,Small Business,Organic Search,2022-10-22
CUST-1323,Small Business,Organic Search,2023-09-08
CUST-1324,Consumer,Organic Search,2023-06-10
CUST-1325,Consumer,Organic Search,2024-03-10
CUST-1326,Consumer,Organic Search,2023-11-22
CUST-1327,Small Business,Paid Ads,2023-09-29
CUST-1328,Small Business,Social Media,2023-02-26
CUST-1329,Consumer,Organic Search,2024-05-14
CUST-1330,Consumer,Organic Search,2022-01-23
CUST-1331,Corporate,Social Media,2023-07-29
CUST-1332,Small Business,Organic Search,2022-05-23
CUST-1333,Corporate,Organic Search,2023-10-27
CUST-1334,Small Business,Organic Search,2022-05-25
CUST-1335,Consumer,Referral,2022-08-13
CUST-1336,Consumer,Email Campaign,2023-05-18
CUST-1337,Small Business,Paid Ads,2024-03-31
CUST-1338,Consumer,Social Media,2023-09-08
CUST-1339,Consumer,Paid Ads,2022-04-14
CUST-1340,Small Business,Social Media,2022-02-08
CUST-1341,Consumer,Social Media,2022-07-17
CUST-1342,Small Business,Paid Ads,2023-10-08
CUST-1343,Consumer,Organic Search,2023-08-02
CUST-1344,Corporate,Organic Search,2023-01-26
CUST-1345,Consumer,Paid Ads,2022-06-28
CUST-1346,Consumer,Email Campaign,2023-07-08
CUST-1347,Consumer,Paid Ads,2023-03-24
CUST-1348,Consumer,Email Campaign,2023-05-15
CUST-1349,Small Business,Referral,2022-01-15
CUST-1350,Small Business,Organic Search,2023-09-15
CUST-1351,Consumer,Social Media,2023-10-31
CUST-1352,Consumer,Social Media,2022-10-16
CUST-1353,Consumer,Referral,2023-04-23
CUST-1354,Consumer,Referral,2022-08-19
CUST-1355,Corporate,Social Media,2023-02-24
CUST-1356,Small Business,Organic Search,2022-06-06
CUST-1357,Small Business,Social Media,2023-07-04
CUST-1358,Small Business,Organic Search,2023-03-17
CUST-1359,Consumer,Social Media,2022-04-07
CUST-1360,Corporate,Email Campaign,2023-02-15
CUST-1361,Small Business,Paid Ads,2022-10-16
CUST-1362,Small Business,Social Media,2022-09-11
CUST-1363,Small Business,Paid Ads,2022-07-15
CUST-1364,Consumer,Paid Ads,2023-08-21
CUST-1365,Small Business,Organic Search,2024-04-13
CUST-1366,Consumer,Social Media,2023-06-06
CUST-1367,Consumer,Referral,2023-06-01
CUST-1368,Consumer,Referral,2023-09-27
CUST-1369,Corporate,Organic Search,2024-04-21
CUST-1370,Small Business,Email Campaign,2024-05-14
CUST-1371,Small Business,Social Media,2022-04-28
CUST-1372,Small Business,Organic Search,2024-03-16
CUST-1373,Consumer,Organic Search,2024-06-27
CUST-1374,Corporate,Organic Search,2022-06-08
CUST-1375,Consumer,Email Campaign,2024-03-25
CUST-1376,Consumer,Social Media,2022-08-16
CUST-1377,Consumer,Social Media,2024-05-26
CUST-1378,Small Business,Organic Search,2022-08-04
CUST-1379,Small Business,Social Media,2023-11-27
CUST-1380,Consumer,Organic Search,2022-01-15
CUST-1381,Consumer,Paid Ads,2022-06-06
CUST-1382,Small Business,Paid Ads,2023-10-10
CUST-1383,Consumer,Organic Search,2022-09-18
CUST-1384,Small Business,Email Campaign,2022-06-06
CUST-1385,Corporate,Organic Search,2022-02-16
CUST-1386,Consumer,Social Media,2022-11-20
CUST-1387,Consumer,Paid Ads,2024-04-23
CUST-1388,Small Business,Paid Ads,2023-11-16
CUST-1389,Small Business,Organic Search,2022-05-10
CUST-1390,Consumer,Organic Search,2023-02-15
CUST-1391,Corporate,Email Campaign,2022-04-05
CUST-1392,Consumer,Organic Search,2023-09-19
CUST-1393,Consumer,Email Campaign,2024-01-25
CUST-1394,Small Business,Referral,2022-10-19
CUST-1395,Small Business,Organic Search,2024-03-04
CUST-1396,Consumer,Organic Search,2024-03-21
CUST-1397,Small Business,Social Media,2022-10-10
CUST-1398,Consumer,Referral,2022-03-10
CUST-1399,Consumer,Email Campaign,2023-10-22
CUST-1400,Consumer,Paid Ads,2022-01-11
CUST-1401,Small Business,Social Media,2022-09-11
CUST-1402,Consumer,Organic Search,2024-04-21
CUST-1403,Consumer,Referral,2024-05-21
CUST-1404,Consumer,Referral,2023-07-04
CUST-1405,Small Business,Organic Search,2022-05-14
CUST-1406,Small Business,Organic Search,2023-12-13
CUST-1407,Small Business,Organic Search,2022-01-23
CUST-1408,Consumer,Organic Search,2024-03-25
CUST-1409,Consumer,Email Campaign,2022-12-12
CUST-1410,Consumer,Paid Ads,2022-10-29
CUST-1411,Small Business,Organic Search,2022-12-29
CUST-1412,Corporate,Organic Search,2023-01-31
CUST-1413,Consumer,Referral,2022-08-06
CUST-1414,Small Business,Paid Ads,2022-05-21
CUST-1415,Consumer,Paid Ads,2023-09-08
CUST-1416,Consumer,Organic Search,2022-07-29
CUST-1417,Consumer,Referral,2023-09-15
CUST-1418,Consumer,Email Campaign,2023-09-08
CUST-1419,Consumer,Organic Search,2024-04-07
CUST-1420,Consumer,Organic Search,2023-11-14
CUST-1421,Consumer,Organic Search,2023-04-05
CUST-1422,Small Business,Organic Search,2022-12-22
CUST-1423,Consumer,Paid Ads,2022-11-20
CUST-1424,Consumer,Referral,2022-05-13
CUST-1425,Small Business,Paid Ads,2024-06-06
CUST-1426,Consumer,Email Campaign,2024-03-15
CUST-1427,Consumer,Paid Ads,2024-04-19
CUST-1428,Small Business,Social Media,2022-05-07
CUST-1429,Consumer,Social Media,2022-04-16
CUST-1430,Consumer,Organic Search,2023-08-27
CUST-1431,Consumer,Paid Ads,2024-03-09
CUST-1432,Corporate,Social Media,2023-01-13
CUST-1433,Consumer,Organic Search,2024-06-23
CUST-1434,Small Business,Paid Ads,2022-02-20
CUST-1435,Consumer,Paid Ads,2022-01-29
CUST-1436,Consumer,Referral,2023-04-07
CUST-1437,Consumer,Paid Ads,2022-10-23
CUST-1438,Small Business,Email Campaign,2022-10-24
CUST-1439,Consumer,Paid Ads,2023-12-27
CUST-1440,Consumer,Social Media,2024-02-18
CUST-1441,Consumer,Paid Ads,2023-02-11
CUST-1442,Consumer,Email Campaign,2024-02-08
CUST-1443,Corporate,Paid Ads,2024-03-24
CUST-1444,Consumer,Paid Ads,2023-09-05
CUST-1445,Consumer,Social Media,2023-02-09
CUST-1446,Consumer,Paid Ads,2022-12-12
CUST-1447,Corporate,Organic Search,2023-09-14
CUST-1448,Consumer,Organic Search,2023-02-24
CUST-1449,Consumer,Organic Search,2022-07-01
CUST-1450,Small Business,Email Campaign,2024-04-04
CUST-1451,Small Business,Organic Search,2022-01-01
CUST-1452,Consumer,Organic Search,2024-04-10
CUST-1453,Consumer,Social Media,2023-07-21
CUST-1454,Consumer,Organic Search,2023-01-06
CUST-1455,Consumer,Paid Ads,2024-06-29
CUST-1456,Consumer,Organic Search,2023-10-23
CUST-1457,Consumer,Referral,2023-03-07
CUST-1458,Consumer,Email Campaign,2022-11-05
CUST-1459,Consumer,Email Campaign,2022-05-17
CUST-1460,Small Business,Paid Ads,2022-07-21
CUST-1461,Corporate,Social Media,2023-03-12
CUST-1462,Consumer,Organic Search,2022-11-09
CUST-1463,Consumer,Organic Search,2022-04-27
CUST-1464,Consumer,Organic Search,2023-10-28
CUST-1465,Corporate,Paid Ads,2024-03-13
CUST-1466,Consumer,Paid Ads,2023-07-29
CUST-1467,Consumer,Paid Ads,2022-09-01
CUST-1468,Consumer,Organic Search,2023-06-21
CUST-1469,Consumer,Paid Ads,2023-08-25
CUST-1470,Consumer,Social Media,2022-03-16
CUST-1471,Consumer,Paid Ads,2024-03-16
CUST-1472,Consumer,Social Media,2023-01-21
CUST-1473,Corporate,Organic Search,2024-06-21
CUST-1474,Consumer,Email Campaign,2022-07-29
CUST-1475,Small Business,Paid Ads,2023-04-20
CUST-1476,Small Business,Organic Search,2023-02-22
CUST-1477,Consumer,Organic Search,2022-12-13
CUST-1478,Consumer,Paid Ads,2023-06-13
CUST-1479,Consumer,Email Campaign,2023-10-02
CUST-1480,Consumer,Paid Ads,2024-05-25
CUST-1481,Small Business,Organic Search,2024-02-02
CUST-1482,Corporate,Email Campaign,2022-06-28
CUST-1483,Consumer,Social Media,2022-07-01
CUST-1484,Consumer,Paid Ads,2023-10-26
CUST-1485,Corporate,Paid Ads,2022-01-25
CUST-1486,Small Business,Organic Search,2022-06-29
CUST-1487,Corporate,Paid Ads,2023-12-11
CUST-1488,Consumer,Paid Ads,2023-05-16
CUST-1489,Consumer,Referral,2024-05-05
CUST-1490,Small Business,Paid Ads,2022-06-10
CUST-1491,Small Business,Paid Ads,2022-06-26
CUST-1492,Consumer,Paid Ads,2022-10-12
CUST-1493,Consumer,Email Campaign,2022-03-04
CUST-1494,Consumer,Email Campaign,2023-10-24
CUST-1495,Consumer,Paid Ads,2023-10-28
CUST-1496,Consumer,Social Media,2022-06-05
CUST-1497,Corporate,Paid Ads,2024-05-31
CUST-1498,Consumer,Paid Ads,2023-04-14
CUST-1499,Small Business,Organic Search,2022-02-18
CUST-1500,Consumer,Paid Ads,2024-04-28
CUST-1501,Small Business,Organic Search,2022-03-25
CUST-1502,Corporate,Email Campaign,2022-12-27
CUST-1503,Consumer,Organic Search,2023-11-20
CUST-1504,Consumer,Referral,2022-05-28
CUST-1505,Consumer,Paid Ads,2023-09-22
CUST-1506,Consumer,Social Media,2022-12-08
CUST-1507,Small Business,Paid Ads,2023-04-21
CUST-1508,Corporate,Organic Search,2022-03-04
CUST-1509,Consumer,Paid Ads,2023-12-02
CUST-1510,Consumer,Organic Search,2022-12-26
CUST-1511,Consumer,Paid Ads,2023-07-15
CUST-1512,Small Business,Paid Ads,2022-11-23
CUST-1513,Consumer,Social Media,2024-02-08
CUST-1514,Consumer,Organic Search,2024-01-06
CUST-1515,Consumer,Organic Search,2022-05-21
CUST-1516,Consumer,Paid Ads,2022-08-03
CUST-1517,Consumer,Referral,2023-03-11
CUST-1518,Small Business,Social Media,2024-06-09
CUST-1519,Consumer,Paid Ads,2023-12-24
CUST-1520,Consumer,Paid Ads,2022-11-14
CUST-1521,Small Business,Organic Search,2022-02-01
CUST-1522,Small Business,Referral,2023-11-01
CUST-1523,Consumer,Social Media,2022-10-12
CUST-1524,Consumer,Organic Search,2022-11-01
CUST-1525,Consumer,Paid Ads,2023-03-05
CUST-1526,Consumer,Organic Search,2023-04-22
CUST-1527,Consumer,Referral,2022-10-13
CUST-1528,Consumer,Organic Search,2022-05-24
CUST-1529,Consumer,Social Media,2023-02-28
CUST-1530,Small Business,Organic Search,2022-01-19
CUST-1531,Consumer,Social Media,2022-01-18
CUST-1532,Small Business,Social Media,2024-02-08
CUST-1533,Consumer,Social Media,2023-08-13
CUST-1534,Corporate,Paid Ads,2023-01-06
CUST-1535,Small Business,Email Campaign,2022-06-24
CUST-1536,Small Business,Organic Search,2022-07-13
CUST-1537,Small Business,Organic Search,2023-05-17
CUST-1538,Corporate,Organic Search,2022-04-23
CUST-1539,Consumer,Referral,2022-04-24
CUST-1540,Consumer,Paid Ads,2022-08-10
CUST-1541,Consumer,Social Media,2023-11-09
CUST-1542,Small Business,Social Media,2024-04-10
CUST-1543,Small Business,Organic Search,2023-10-06
CUST-1544,Consumer,Organic Search,2024-06-15
CUST-1545,Consumer,Organic Search,2022-09-21
CUST-1546,Consumer,Paid Ads,2022-02-24
CUST-1547,Corporate,Organic Search,2024-05-20
CUST-1548,Consumer,Organic Search,2023-10-05
CUST-1549,Consumer,Email Campaign,2024-03-10
CUST-1550,Consumer,Referral,2024-02-17
CUST-1551,Consumer,Organic Search,2023-04-03
CUST-1552,Corporate,Organic Search,2024-05-27
CUST-1553,Small Business,Organic Search,2022-06-11
CUST-1554,Small Business,Social Media,2023-01-15
CUST-1555,Consumer,Email Campaign,2022-03-28
CUST-1556,Consumer,Organic Search,2022-02-24
CUST-1557,Consumer,Organic Search,2023-04-21
CUST-1558,Small Business,Social Media,2024-03-10
CUST-1559,Consumer,Paid Ads,2022-06-27
CUST-1560,Consumer,Organic Search,2023-01-26
CUST-1561,Consumer,Paid Ads,2022-12-15
CUST-1562,Corporate,Organic Search,2022-01-08
CUST-1563,Consumer,Paid Ads,2024-04-12
CUST-1564,Small Business,Social Media,2022-11-09
CUST-1565,Consumer,Email Campaign,2024-01-29
CUST-1566,Consumer,Paid Ads,2024-04-14
CUST-1567,Consumer,Referral,2023-03-19
CUST-1568,Consumer,Paid Ads,2024-02-06
CUST-1569,Consumer,Social Media,2022-11-24
CUST-1570,Consumer,Paid Ads,2022-02-23
CUST-1571,Consumer,Email Campaign,2024-01-31
CUST-1572,Corporate,Email Campaign,2022-08-27
CUST-1573,Consumer,Organic Search,2022-08-17
CUST-1574,Small Business,Referral,2023-08-02
CUST-1575,Consumer,Email Campaign,2022-02-20
CUST-1576,Small Business,Social Media,2023-09-01
CUST-1577,Consumer,Organic Search,2023-08-27
CUST-1578,Consumer,Email Campaign,2022-09-21
CUST-1579,Consumer,Email Campaign,2023-02-22
CUST-1580,Consumer,Organic Search,2024-03-13
CUST-1581,Consumer,Referral,2022-04-06
CUST-1582,Small Business,Organic Search,2022-03-29
CUST-1583,Corporate,Organic Search,2022-03-19
CUST-1584,Small Business,Paid Ads,2022-10-15
CUST-1585,Small Business,Paid Ads,2022-04-30
CUST-1586,Consumer,Social Media,2024-03-24
CUST-1587,Consumer,Organic Search,2023-05-06
CUST-1588,Consumer,Referral,2023-03-28
CUST-1589,Consumer,Organic Search,2023-05-15
CUST-1590,Consumer,Organic Search,2022-06-14
CUST-1591,Consumer,Organic Search,2022-07-01
CUST-1592,Consumer,Paid Ads,2023-04-14
CUST-1593,Consumer,Referral,2024-06-28
CUST-1594,Small Business,Social Media,2024-01-05
CUST-1595,Small Business,Email Campaign,2024-04-02
CUST-1596,Consumer,Organic Search,2022-01-07
CUST-1597,Corporate,Paid Ads,2022-11-26
CUST-1598,Corporate,Paid Ads,2024-02-14
CUST-1599,Consumer,Paid Ads,2023-11-04
CUST-1600,Consumer,Organic Search,2022-05-31
CUST-1601,Consumer,Social Media,2022-03-26
CUST-1602,Corporate,Paid Ads,2022-05-27
CUST-1603,Small Business,Social Media,2023-09-16
CUST-1604,Consumer,Paid Ads,2023-01-16
CUST-1605,Consumer,Organic Search,2023-07-02
CUST-1606,Consumer,Social Media,2022-10-12
CUST-1607,Consumer,Organic Search,2023-12-01
CUST-1608,Consumer,Email Campaign,2022-03-23
CUST-1609,Small Business,Paid Ads,2023-05-29
CUST-1610,Small Business,Organic Search,2024-06-15
CUST-1611,Small Business,Referral,2024-03-25
CUST-1612,Small Business,Paid Ads,2023-12-10
CUST-1613,Small Business,Organic Search,2023-06-07
CUST-1614,Consumer,Paid Ads,2024-01-16
CUST-1615,Consumer,Organic Search,2023-01-21
CUST-1616,Consumer,Email Campaign,2023-12-08
CUST-1617,Small Business,Email Campaign,2023-04-16
CUST-1618,Consumer,Referral,2022-04-29
CUST-1619,Small Business,Paid Ads,2023-01-31
CUST-1620,Consumer,Paid Ads,2023-06-16
CUST-1621,Consumer,Social Media,2022-09-18
CUST-1622,Consumer,Organic Search,2024-03-15
CUST-1623,Consumer,Paid Ads,2022-09-13
CUST-1624,Small Business,Paid Ads,2024-01-04
CUST-1625,Small Business,Organic Search,2024-06-23
CUST-1626,Consumer,Paid Ads,2022-08-14
CUST-1627,Consumer,Email Campaign,2022-02-22
CUST-1628,Consumer,Email Campaign,2024-05-16
CUST-1629,Consumer,Organic Search,2023-05-15
CUST-1630,Consumer,Organic Search,2023-05-21
CUST-1631,Corporate,Organic Search,2024-05-03
CUST-1632,Consumer,Email Campaign,2022-12-30
CUST-1633,Consumer,Organic Search,2022-10-07
CUST-1634,Consumer,Social Media,2023-08-16
CUST-1635,Consumer,Organic Search,2023-12-15
CUST-1636,Consumer,Paid Ads,2022-06-07
CUST-1637,Consumer,Paid Ads,2023-09-24
CUST-1638,Consumer,Social Media,2022-02-28
CUST-1639,Consumer,Organic Search,2023-12-28
CUST-1640,Consumer,Social Media,2022-05-08
CUST-1641,Consumer,Organic Search,2024-01-06
CUST-1642,Consumer,Social Media,2023-12-22
CUST-1643,Corporate,Email Campaign,2024-05-31
CUST-1644,Consumer,Organic Search,2022-04-25
CUST-1645,Consumer,Email Campaign,2022-07-28
CUST-1646,Consumer,Paid Ads,2023-06-10
CUST-1647,Consumer,Organic Search,2023-06-05
CUST-1648,Consumer,Paid Ads,2023-07-06
CUST-1649,Small Business,Organic Search,2022-08-25
CUST-1650,Small Business,Social Media,2022-10-08
CUST-1651,Consumer,Social Media,2022-12-25
CUST-1652,Consumer,Organic Search,2022-07-20
CUST-1653,Consumer,Paid Ads,2024-01-28
CUST-1654,Small Business,Email Campaign,2022-10-05
CUST-1655,Consumer,Referral,2022-08-23
CUST-1656,Consumer,Paid Ads,2023-05-09
CUST-1657,Consumer,Referral,2022-01-04
CUST-1658,Consumer,Paid Ads,2023-10-28
CUST-1659,Consumer,Paid Ads,2023-03-18
CUST-1660,Consumer,Email Campaign,2022-01-29
CUST-1661,Consumer,Paid Ads,2022-04-19
CUST-1662,Small Business,Paid Ads,2023-09-02
CUST-1663,Consumer,Paid Ads,2023-12-28
CUST-1664,Consumer,Email Campaign,2024-03-15
CUST-1665,Corporate,Email Campaign,2022-03-16
CUST-1666,Consumer,Paid Ads,2024-04-17
CUST-1667,Consumer,Organic Search,2022-05-26
CUST-1668,Consumer,Paid Ads,2022-05-08
CUST-1669,Consumer,Paid Ads,2024-05-02
CUST-1670,Small Business,Organic Search,2022-02-11
